#shape=10
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.006287973118265311,0.040160290928881126,0.07209246047846714,0.010374497327791825,0.029187998989276886,0.03218610860240569,0.020231926034428437,0.0045508577095839265,0.012401184687781772,6.534017456265361e-06,0.0005305659353802109,0.05906497594591533,0.004013545535880857,0.056274439976054316,0.022383860262099837,0.013698366735643945,0.030661362039265644,0.033126633739683664,0.004107235068040915,0.08431310598364511,0.0021515391633476137,0.024897165331920466,-0.027191534129960414,0.013708567977043517,0.005263067008669705,0.0015051747969966167,0.02485734574349256,0.016826786883001685,2.049499085601837e-05,0.107468298033775,0.026685794535186103,0.008422229507317953,0.024338772972009214,0.06511871218714048,-0.00013716100784537852,0.0004238184689254268,0.012936652054395958,-0.004473847963303205,0.03243022323248198,0.09500305703145183
1,0.038117796241108295,-0.0006451430905334839,0.03387614667681023,0.008033460027050847,0.02046927691338038,0.03008541299463476,0.0015524093906036137,0.07481406160434406,0.06494567464208778,5.5205226680362676e-05,0.00024919620703474523,-0.013234861350302852,0.0019477660024313807,0.0706808583290248,0.03398487107878471,0.01192496432437564,0.038688833066134166,0.023223155380543377,0.16579547023519017,-0.03709284993177988,-0.00048437677391861947,0.060099906755024475,0.027632587010489238,0.011237794553438393,-0.0001608339869367913,0.0021007172351308135,0.015613889838152978,0.030955987894215883,1.1404372208844781e-05,0.01268444302484418,0.017195497957259144,0.021364616652816505,0.022622835023112957,0.016253257036227643,8.323771459184547e-06,8.974349567527811e-05,0.01616840442844934,0.14248760155107285,0.02090553260374538,0.007989017913587521
2,0.022515104011457898,0.021300595420261022,0.04790240404918413,0.00835919733232827,0.03770667236406758,0.015193391996608048,0.10772229306254553,0.038086347971094385,0.11490605195799972,6.6772863308935865e-06,-5.455799588352715e-05,0.007906683992789265,0.010608532278869306,0.032478034256489964,0.03790220176305235,0.02948815005845785,0.0260905610050368,0.08220691045410732,0.04001070013614836,0.019402713554381446,0.0028493348337917373,0.0028951385172668407,0.00168205314464906,0.01065912874386914,0.0032982404553068747,0.016199397769706792,0.02279233156915247,0.007865653953983533,7.882882741482962e-06,-0.0016561007333564086,0.029627908874731754,0.02438545329513266,0.01811591362551658,0.0830029147150179,0.00012307126962980596,0.0006077558885030165,0.00486198453000206,0.011075792851161084,0.02211782349511673,0.013662690372202115
3,0.029791079553959,0.056173282566293704,0.021232401031164177,0.012469766982119697,0.021615751365693575,0.06956399168426133,0.028923109322530803,0.01732445310761198,0.054444965631456316,1.2344869648262629e-05,0.00031275345718665445,-0.00048012672797637654,0.018961641446833998,0.0380387439099157,-0.03813347709068238,0.004635823991729807,0.001829136078117381,-0.004148336265648176,0.04110939738902598,0.01249703594317191,0.0012452926548374476,0.035839897289600006,0.03023663644774641,0.021651220094863352,0.002231286403581409,-0.0013899114920121634,0.020575553323071198,0.1580873712287993,-3.242965844158448e-06,0.015754770045104855,0.0114696462276233,0.009227640832334362,0.02408680857369743,0.08789688987830342,0.0008708246012519222,-0.0004637516720566898,0.02001798226028849,0.060772143203122665,0.055252029472379484,0.007835588089276375
4,0.029147507786522836,0.00807570983999609,0.04967173674973644,0.03801224153794907,0.014052789002376902,0.02917089690714081,0.025662253373458625,-0.0015246204995170067,0.013030134599685583,1.7109144391028175e-06,-0.00038338862990810573,0.031256689815257144,0.07851145494899092,0.07219925513376704,0.08525392505390404,0.032279627418250266,0.033648973543789006,0.024643478228000504,0.009422043566764392,0.0277837942942258,0.006613979007905507,0.03454391235020938,0.06404363632985083,0.047757839837093884,0.00487332652188341,0.012098248053044592,0.049795078797099115,0.011593749404354573,-2.646882188194339e-06,0.018851336122871782,0.05357114125057544,0.057692861158924455,-0.008709578538179932,0.012711933219500201,0.0001660174685570066,-0.00040154985507405785,0.008450390789060925,-0.031012566820223863,0.021692552590457877,0.008727089816898459
5,0.001086495595056918,0.03978321595777921,0.016622156707671278,0.04275348841548994,0.03133153437149977,0.11486433237199412,0.001894895326135608,1.0844289792720595e-05,0.0013501714399289499,-6.06060603979181e-06,-0.00020544362530581703,0.005024864987295243,0.0027149464111120357,0.028078567848185795,-0.0003028443101814894,0.003032995333256409,0.019489706318054963,0.004673777035679066,0.020692991564941414,0.02404900738557298,0.00768089023523345,0.020217722870190157,0.03679296069786081,0.026160778029119786,-0.0012554200528169747,0.10900493981181898,0.036776923976605105,0.11889210379128907,3.1111562541121453e-05,0.02821652254725257,0.010533216460889143,0.009745745837594359,0.027466693875423172,0.0550542202879089,0.0004812654142758899,-0.00019980680776314865,0.07526655457080651,0.00042125520337152176,0.05550568154385568,0.01450227981797441
6,0.011297941471779524,0.04108145392228361,0.0650908642305269,0.015176898511011557,0.027798899299491402,0.08390039924575907,0.09973075162863287,0.003080522053014419,0.013567643033267391,7.216760687774534e-06,-0.0003449588179300423,0.03264703155289456,0.007140399005625435,0.028405354756724666,0.017359961155467403,0.004987536915298587,0.03543287506792925,0.021386133399340992,0.008114312468583093,0.017172464723196935,0.0025471373636310624,0.01854906580864328,0.020066381521880196,-0.002577771288091763,0.0003690313247120904,-0.001160829075318818,0.09508242182371393,0.027168844915491958,3.116889488528562e-06,0.014613419826039618,0.07884934531608925,-0.0074585973006459525,0.02152748703298376,0.07289408198709009,3.2279892765895296e-05,0.00021100906939065274,0.01868202473447562,0.006211074935542881,0.04649102606731202,0.02077482870407185
7,0.01550494230082769,0.007790527204519477,-0.0037987008765945373,0.07001971882458925,0.033435720011380184,0.001839508815448818,0.02006302770499636,5.225268007694841e-05,0.016189997066971416,9.606258601175476e-06,0.00032517600221075414,0.06577400567446594,-0.01389668564028014,0.19389777953574006,0.041523891220723995,0.009670967084665732,-0.023091705787274024,0.1139109681288306,0.016411266147220244,0.007483967830867056,0.12886466315255338,0.06085074027117078,0.00562003357280442,0.03241391031798888,0.004892980521999177,0.009773437299605909,0.01111855113040051,0.008196163584754626,7.730214592164499e-06,0.011321849221876483,0.010272709635675057,0.008741891943415106,0.0012845096644988258,-0.01846189756509559,6.584804793314573e-05,-0.0011196122552470053,0.030871584943929036,0.009795521047280802,0.03963426790210503,0.006701142499751241
8,-0.016510787416764816,0.042812477789895616,0.029703150816450016,0.018264087177168972,0.062180607670077805,0.018843937415059055,0.01736656343021239,0.024034419905447645,0.05768319940274692,-8.921954544967504e-06,0.00016766794882349992,0.0088647085444365,0.006104853842048378,-0.12951894327842786,0.05582276687534216,0.006538969083445708,0.09547555315317295,0.016462244605619358,0.11069107951414461,0.06615271403822592,0.0010714952648389867,0.008312672489216893,0.006117512159846897,0.023769392024482194,0.0004307957535883143,-0.007021904385782714,0.009150475284911861,0.031409791989259354,3.561937318919238e-06,0.009640890957421483,0.022635652193387912,0.024655143384746885,0.0404379652499342,-0.03066539695770876,2.5346975654558074e-05,0.00018595920597709663,0.015142967212852581,0.04676119903327665,0.08447992470361011,0.03036622679575026
9,0.03395050499850989,-0.009936751499625062,0.02271666057596013,0.01825730365312376,0.024603901125467453,0.003956208269079848,0.004336737298861842,-0.006161277252881599,0.007362612625123846,1.7132678077320135e-05,-0.0005287479267531567,0.06140027588421655,0.036162363815556986,0.0663729997880878,0.06122833435245633,0.01759622294311181,0.0715595330697701,0.06737109652772214,0.006646172107824705,0.04160361458901531,0.043171319213628816,0.06915492005791929,0.044745581661045454,0.028613198574922886,0.008565258529543906,0.0013655843972642428,0.006386617721827339,0.026242929713106575,-3.30793015206566e-07,0.013193347150972742,0.021071705247488637,0.06236870629499034,0.06039633676853574,-0.015597967838477972,-6.667513558875749e-05,-0.0001364710826824052,0.02116040648710505,0.017603427829450003,0.03738760443727023,-0.018096451320034214
