#shape=10
,0,1,2,3,4,5,6,7,8,9
0,0.014475249290932022,0.2186929432204998,0.010867970274497459,0.17450540725349226,0.03655630344580694,0.13170139038044149,0.026604203714369373,0.17329786674116016,0.13394703988662415,0.024406560461902198
1,0.0350538655090179,0.13589599859396206,0.02303891152759901,0.4639467865963619,0.015659495595396918,0.04469606112284632,0.019536443784072724,0.0007393132499964168,-0.007213999074559989,0.23811276454976724
2,-0.0026146269987768027,0.04257488916061989,0.08036297054288467,0.087662938088085,0.053445243150540465,0.13484637242160818,0.05291193386438764,0.13882344171188096,0.20669036873771082,0.09815360420626333
3,0.020592780747128794,0.23245636503943282,0.05188129957672206,-0.005684945297093456,0.004307124300411347,0.2133288518264987,0.03473072835287833,0.025940198616883174,0.2400510806890261,0.12357297750912749
4,0.018976935242926648,0.02011801677767311,0.21768347886793796,0.14471585712094345,-0.025937622464043096,0.01613902038455215,0.07297474016835051,0.34110779788568313,-0.03461470643863731,0.02283273828544128
5,0.06298820757481541,0.05927185992548459,0.02076632887190706,0.07567547387119054,0.05433084513823102,0.027259456530351372,0.22952690342094478,0.01951226481209089,0.29202062531780615,0.10669997027676381
6,0.02007253361461039,0.025911234776514202,0.05143239026291484,0.02716141636733327,0.3272492354949747,0.14326694304638168,0.20225920293082547,0.011008784090067803,0.13365794889495264,0.011468671527374092
7,0.33265205124867675,0.17866250256399413,0.2177866446307181,0.07880150418726534,0.02523182376033782,0.06772298429846343,-0.009404117478775745,0.03784288684614487,-0.007712966610475837,0.01591667678802678
8,0.0009425438135476249,0.17375157276062422,0.0656366264982345,0.23309453599543659,0.045235612800337714,0.03739666171160109,0.07568044820535175,-0.011017096072254299,0.0369500513475167,0.056614751222917446
9,0.08232888327558782,0.03642867502033324,0.07074039890941064,0.2135905724807618,0.08914010981382883,-0.0024019174746355617,-0.00012027604974667162,-0.008884751473536548,0.4219368581824775,-0.008021719997500143
