#shape=10
,0,1,2,3,4,5,6,7,8,9
0,0.016818278865373553,0.11811942770617584,0.01712410617786616,0.02574344208646301,-0.00038857344738464677,0.033900442225301405,0.22743343294944718,0.08006106755570193,0.042702587213859215,0.37255171246867025
1,0.030146598914618707,0.08840651590786974,0.07038973483489436,0.01258810212487199,0.10901468878317004,0.026835769394648497,-0.021387158854741406,0.3283915745555681,0.17123168255896187,0.042044743945536305
2,0.007105801037934891,0.18080237779393185,0.047300893687146905,0.22366642278227217,0.07172689122994037,0.05814097123537995,0.15742577053862736,0.025970743500640155,0.08206419418719588,0.06952473973804212
3,0.010915167844496308,-0.05037640571482522,0.009277806605867685,0.040361189797898586,0.1382470748722563,0.04214168930537847,0.06257456081497706,0.29667030198424416,0.28071460535595,0.061365892990586625
4,0.030381415446305033,0.033906856997341014,0.19985310436754913,0.04653187569344807,0.13047326103751164,0.04686050395129447,0.18938738325265855,0.041117356843666096,0.13651192278784002,0.08993043939344932
5,0.18727871318511247,0.10536399749974987,0.06678029335639757,0.027919855381837666,0.03389858648026192,0.2476836413825939,0.1016415977412511,0.15917090678311302,-0.02540555789538711,0.04804890712815351
6,0.004999547289304629,0.22397816845670773,0.087094700764938,0.0020267362785528456,0.07648271986922903,0.1334523667391588,0.0593244786510929,0.14125369918671074,0.14729002869239213,0.05668181325635954
7,0.11748421660005233,0.03324610799320271,0.09422142770532226,0.12717010950629562,0.039862015373505096,-0.0046789889340025335,0.055675681580014395,0.2593557087585457,0.18881580532884007,0.028241845993335957
8,0.036312985650464494,0.021325183218027954,0.04437558392572455,0.04075231056160601,0.07435896280324358,0.07405216305808204,0.0805352724588578,0.3868556630327029,0.046146609010830064,0.03528525788046079
9,0.08861045865119101,0.0014755278093007802,0.2582110206692821,0.0636202640659653,0.020378516361155043,0.015368317000940475,0.2457705780634949,0.02391654005245516,0.14901969256750872,0.05836025761105904
