#shape=10
,0,1,2,3,4
0,0.2884547766042102,-0.05916421813219867,0.10361894028332604,0.4331916071443774,0.10889888498570169
1,0.1166825995909307,0.3860498779877742,-0.03996242196656046,0.3737836958616598,-0.001385671517411357
2,0.11365764221311293,0.20729128099854205,0.11704552947148794,0.08938852541698061,0.3782773907144013
3,0.11737153924639604,0.009417737024646468,0.046602714480029506,0.26468421612285387,0.4303448343310607
4,0.18320996443750137,0.17265302267854007,0.007965515904819009,0.18310047882530145,0.3539719109385148
5,0.13808150912856437,0.015510219911100869,0.09991026026073495,0.29489242904974794,0.10201208042703495
6,-0.028034369046121416,0.22974425122890982,-0.0340355819454174,0.49629360708622233,0.1977342111689375
7,0.020878329796777055,-0.024060613666677912,0.4996449019836796,0.2568587277068886,0.17926291336377878
8,0.07320122010121613,0.04665786775636697,0.37999086775670016,0.106902874239418,0.14324716162357143
9,0.03381256223758769,0.5268814522733636,-0.019591453987627287,0.2516716414968554,0.005390928271883397
