#shape=10
,0,1,2,3,4
0,0.1753362415361152,0.015286022628339987,0.16642370069987983,0.15720313525340968,0.4070992041367686
1,0.16013463676607406,0.5590022542747511,-0.027651324389659133,0.1402327568709183,0.12350554994639427
2,-0.009845599646465092,0.7105026010071184,0.21982072206819742,-0.10034785000520687,0.004687638803965536
3,0.11348820017092459,0.12961864532698517,0.0203513710517533,0.209555765529673,0.37244055568925927
4,0.07113261270825084,0.30649133895655356,0.052996305441273185,0.13465265229390957,0.2681957423221576
5,0.0977923823643497,0.2076126270822487,0.07663011903407389,0.070546682955692,0.4010767147385319
6,0.2283450741375977,0.12679041552340325,0.028158656910646614,0.4841671226057938,0.06024956301881378
7,0.460827472137428,-0.02887641164937621,0.16012527871742377,0.16368164313770808,0.11924200984431627
8,0.050866668240717776,0.10720512870234675,0.3357765507431632,0.3357765507431633,0.09345201281321279
9,0.389672976366025,0.04374643493806214,0.08515311759350021,0.1704009459517976,0.08375379085309456
