#shape=10
,0,1,2,3,4
0,0.1023291478348934,0.05526232153699009,0.17396698402729954,0.427141215940418,0.1465634790260502
1,0.02929950058380341,0.21717841726984896,-0.01808833422628479,0.21032620086497325,0.5158296628217092
2,0.1152227814085551,0.021682858487355863,0.2192228438610964,0.07523362925770612,0.4651896033943234
3,0.14270945360892912,0.32705838768024137,-0.026081677589369422,0.07184803341076683,0.3270583876802416
4,0.032604727438519845,0.2735003835317007,0.12858312337807995,0.06439903235147001,0.35172621011998456
5,0.10337138183975625,0.43538023761495437,0.01329915003031806,0.12452494423819213,0.1788459627174819
6,0.4710487149607622,0.026272920998696436,0.24896358604816335,0.08613082323099877,0.13099857715876184
7,0.3424683094913297,0.14806859617490384,0.061052946181769666,0.24078417547234787,0.09334024995856045
8,0.36285441411630787,0.053101881166315465,0.3704369295278295,-0.009509251299047238,0.048697412237648154
9,0.0984189599748101,0.08916195623474216,0.5317203984656836,-0.009733539932976891,0.04481818355260097
