#shape=10
,0,1,2,3,4
0,0.02272984108521139,0.26859454177054737,0.5285130824542715,0.02535109166592671,-0.025188565175956946
1,0.6411737568426092,-0.12044766673543197,0.15526384288482198,0.12028106630811143,0.010599398369282309
2,0.2652444073362595,0.09570470216643716,0.0857716127209645,0.07575784779056832,0.26918809005521516
3,0.5006816969735657,0.11759562875181456,-0.028093515806709934,0.05450172995916372,0.20968338386615662
4,0.026184314578623788,0.3366526222878769,0.12890499479511303,0.4583466631203968,0.04991139359008263
5,0.10610400031458009,0.02302007244674139,0.4618724811425532,-0.005765757849011671,0.2853574289970401
6,-0.022191297001278053,0.28698336681364317,0.06726303232775213,0.5345150127825954,0.022318764089633247
7,-0.09931710442480216,-0.0008322836495321785,0.20539818727525988,0.19777356759009626,0.5445966727554633
8,0.07261366473909733,0.3178162141794052,0.0670476953751281,0.0661696158993621,0.317816214179405
9,-0.03694641999879317,0.43066324460530386,0.14194214473967634,0.21257604224816332,-0.021739291307989055
