#shape=10
,0,1,2,3,4
0,0.14439602233353244,0.16221995322898078,0.14589353064359128,0.5030687024475432,-0.032501295720426676
1,0.5779332440073949,0.012655573178722082,-0.014353393023229829,0.26197251853859177,0.09657465922038626
2,0.4400911438329991,0.07377282319792144,0.21203168999244157,0.08754631770508872,0.10473983510625988
3,0.16550177290855497,0.1492701040677607,0.023944986528060718,0.36689061415085067,0.15977712940838265
4,0.2504263146529246,0.2053579788035508,0.02127638204706127,0.28352907249931003,0.10607017262777495
5,0.14723504999418743,0.19241352158802022,0.360423981780029,0.020810051627620993,0.0438232698659673
6,0.04252020441956538,0.17577532042300767,0.03730713194280401,0.18747778308316795,0.4649655267056393
7,0.09001846208615219,0.1169461471037226,0.22457354562100332,0.007201928250761471,0.42237102007622057
8,0.08093148705759233,0.19425215835649956,0.10320711041955259,0.04666766425673097,0.4303632563503277
9,0.10354305810399032,0.3594281193286312,0.1400319033266846,0.058723543498486484,0.08388740428945267
