#shape=10
,0,1,2,3,4,5,6,7,8,9
0,-0.003429435897448585,0.4180539172585002,0.035272448738674286,0.05236361085885695,0.11097954340803165,0.01699885274644857,0.08007797732960135,0.07266926957750874,0.10425618780570967,0.04682355197559083
1,0.058280049047623045,0.00444374088515869,0.14056013234176504,0.5785750071789256,0.09310679886124683,-0.020813670082185536,0.03634493290247774,0.016862200345504723,0.035222115354955355,0.05741868541259045
2,0.1769627119181513,0.014624827946952064,0.04016920607808777,0.008559666957687301,0.1597938782709325,0.0028793791554403924,0.025459692399846228,0.2391111806399371,-0.021496276276783265,0.22990471836735382
3,0.11923629536824595,0.005546445333664849,0.06036850583449302,0.21044132790421807,0.07000846056547215,0.019539084757350327,0.10878499088269687,0.11873731684405948,0.17259268625683644,-0.006994251818870791
4,0.0013838807786069613,0.003291901672972654,0.052842057840418226,0.023887838759375158,0.4086039873240457,0.11391935496152336,0.2319051958243236,0.06581742732931345,-0.027602930043876418,0.08785603829706119
5,0.09098367867291579,0.10288283618016342,-0.00202629923767494,0.1379994008766233,0.044354024038114934,0.11881211602417248,0.11888955692223999,0.05763335597959199,0.1304369150247197,0.03357488809884501
6,0.30749805317859324,0.09348148572034441,0.06285034591953494,0.11018161809300797,0.15656909559435792,0.029202513836126286,-0.026799572933417885,0.027098777680149354,0.10916749452901743,0.08313112942537035
7,0.16949194011543042,0.030276111728960272,0.04293079772241386,0.0134607766105641,0.20171004277814936,0.036647150677870347,0.05896937169032624,0.034226717895181585,0.11411529524541665,0.20642866793700035
8,0.06551606296015172,0.00015373476761650754,0.24310061723206117,0.16794891300207399,0.16136389074123236,0.1479809598573138,0.002319012275508121,0.016524261197728762,0.12896423053127168,0.05184258906769531
9,0.012203036957805566,0.014994849439142905,0.03335849112296429,0.08464616957401025,0.13340083112475157,0.11592193294387215,0.21670555936554742,0.010292666011936869,0.10230358831516963,0.16078825125426663
