#shape=10
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,0.13913054686783963,0.005079890177995104,0.00729370821449864,0.0029214153552392526,0.009626645488503359,0.01940676433842672,0.006154758027136498,0.042228873530546614,0.037324368062158365,0.0017110593306328631,0.00609167003669802,0.008937764226177557,0.0543042911076465,0.01832899590109185,0.02786195360917425,0.011963461441930947,0.09341893118817884,-0.01275195066833759,0.01892730598593908,0.018486318879182756,0.007979075471628039,0.0058238113087731155,0.022845112123576716,0.019129535603418752,0.02901572964965423,0.003414600254190048,0.003474919891055777,0.01626432502500544,0.006440793926639723,0.0514425580422246,0.029061473149766204,0.02590269054862532,0.006371711999775749,-0.0745992682795814,0.02448481999130974,-0.0005529888048208796,0.021605118797368674,0.09429681606196166,0.027254755967092238,0.03249339572178139,-0.0014308143711158775,0.008904037758217284,0.05054355989916838,0.014836608559977238,0.0036057852733750576
1,0.013163985135314716,0.015147365638894808,0.03161773220394158,0.0013604957153767626,0.025913090424805017,0.027886382209435644,0.015248229772157534,-0.09035007548498583,0.014335610449208046,0.0026681497890281465,0.016046178189233762,0.047729959290445115,0.03345378987070773,0.054284665669570145,0.025022371711619,0.004521844356916145,-0.042190157618260525,0.01422066821631069,0.017369834188523264,-0.008169252710888458,0.012209780049516712,0.003350745641321694,0.025671334951863852,0.014985563322299228,0.010785338329910512,0.020881559512978532,0.12130055663908412,0.15795986288089128,0.005692992502803434,0.002519606468951021,0.01198538509266702,0.021858897948255827,0.011252495851183686,0.023414104874534145,0.00985558581427068,0.01398705546034708,0.0010345407190997416,0.054220464278121945,0.022747704495160836,-0.015468385212656022,0.0037519360265272955,0.003177673155289909,0.015033218537916738,0.1946555471324122,0.011128288379041468
2,0.01790758812746723,-0.01557829359678345,-0.025907904891455082,0.003420052654879537,0.0025818600069063345,0.024452269990931398,0.02650872082137815,0.026678073057475184,-0.00028782668374742503,0.039626674375776307,0.011511241306894288,0.06125831108162164,0.06698697259613312,0.024005859767421985,0.048053978095235726,-0.011803985311430856,0.04448651246955902,-0.01115537587339716,0.02702974840510765,0.06636765450073005,0.0011243808608065295,0.005807724021213725,0.010440916979470631,0.015527621920660924,0.030025812093247072,0.0112982697028768,0.010502517680987039,0.027529295369017038,-0.002479723443213584,0.007774275471099601,0.04284539651028682,0.02935682480029638,0.018101332862878617,0.007296372461901491,0.04818038988358269,0.022849854468728326,0.019624896566471994,0.075751887783933,0.0539013602753727,0.08615260349590724,0.004619336497539707,0.0037042084637967415,0.012780294955210044,0.03282312875566751,-0.001681118597701721
3,-1.0494264042222355e-05,-0.011181859224820777,0.008538680138458654,0.0007105181713826122,0.0008207399309992307,0.11603867449071789,-0.005397827927460888,0.0316687435598645,0.03568411496230836,0.001710458798765302,0.028564152602543184,0.03509453866692757,0.017640599549698564,0.030216637913668243,0.15250387479069413,0.02945203344356257,0.014608245736617455,-0.04575862323563062,-0.0028505186975158257,0.02873209761249775,0.010640822515537215,0.005883619125991005,0.009421312232434031,0.0069619722545678255,0.004839545355688665,0.036480673752327546,0.05977289171835854,0.10960905574637488,0.01651051084753665,0.0004388644964023397,0.030098111638725375,-0.09956368613149358,0.004097318072232,0.08741360289397451,0.01520365115063246,0.005838135030590219,0.0046642685960813415,0.02752786779425673,0.00412544676517649,-0.014176100786936685,-0.008173021610141162,0.0178607260505449,0.03145579883885568,0.07529071875042154,0.00552301459604569
4,0.006474321213774448,0.03255278436651917,0.02287550148762632,0.05379292044424565,0.08840456008023112,0.017981465036349974,0.006244610379062026,0.04725395403034307,0.023248032920948264,0.003290521201357927,0.010721349607833072,0.010474460133724816,0.04206848821414923,-0.00026523779027837847,0.005279958391362727,0.021740838687331836,0.007582525376919593,0.06970369694597091,0.01570444132511585,0.007335559270046907,0.0034235032148621195,0.012507168456538298,0.05985625568610906,0.01833825574749378,0.019124850107858197,0.00803789377279349,0.002893989974876743,0.03927694160783884,0.010976931019177006,0.004907513475467341,0.008597849253645425,0.07351606792445958,0.024110612668593198,0.021379243959486836,0.03113866658575986,0.030550550035771028,0.016710347702035513,0.053524285065305544,0.023038964260169312,0.0034352802836411385,0.0034261440647013145,0.0006174441587806193,0.01918610942694667,0.003713454002001672,0.005901122572078874
5,0.05914372204507617,0.011092624330577706,0.03196900402629633,0.0020847678342533122,0.014917268443993343,0.06420529531846744,0.0025542530028912205,-0.004871421807967884,0.03139714787821018,-0.00816714847670727,0.07704385947478129,-0.005856928675062876,0.017692367852333808,-0.06481788679233473,0.048577004826501305,0.03829555084596326,0.023986736329324892,0.00990102758847756,0.027540275146743905,0.01193359220852663,0.01775745493185953,0.003656310897259123,0.019854801097766616,0.027272274467860534,0.04216448903497461,-0.0021486261109985444,0.06310841247931381,0.027514216787581307,0.014694625760125897,-0.0006315170531950884,-0.004984921626629593,0.0305278880178669,0.018949743231193666,0.06718831172360679,0.003728744156571661,-0.04530063923591419,0.00474910420875887,0.04001928808951482,0.010090199233216152,0.04128010225159619,0.01372616212718382,0.050760446910970064,0.04140597705317347,0.0568144201538678,0.005351822818830269
6,0.04182014079435628,0.006744525728891374,0.0976940207096637,0.014124830368916848,0.013611807596970704,0.004092817877489288,0.033714495213128706,0.0020134434423793274,0.021802671416890095,0.023458164393501662,0.02287270775093287,0.010309435283517536,0.01873214510463192,-0.0031576082049619295,0.01648144310560767,0.0004626403023107866,0.018799635568969103,0.0009180451443789071,0.030589751837531026,0.009781666322367188,0.03760220733885221,0.006224196724865484,0.038560631066402895,0.03739717102428599,0.05656419672940324,0.03298802346547141,0.013874117078725497,0.0230249118839335,-0.026526587597031543,0.02336512907290581,0.009592212532835619,0.01990061376101675,0.0024133147594484613,0.026294103052711744,0.051246046261461266,0.0062829816341950515,0.010652239273234757,0.07199494450040939,0.0035182366901554867,0.02763709595720206,0.00401455784155364,-0.0008936693821521942,0.062149199030827044,0.023552010904240243,0.008761505681885799
7,-0.004666866035551798,0.12579133392189223,0.01123610088193765,0.0020505628304541665,0.012102340444231086,0.01589079875116455,0.0010507019231140152,0.033445238128937044,0.01606870397115311,-0.0041772527690111,-0.0001311049881722126,-0.02353401513210607,0.04325535221125437,0.03036984506126556,0.0018796977305487682,0.010413061699891348,0.02138612182279985,0.0516235452598997,0.013118346755373106,0.09724693088226373,0.006346828253616891,0.0680123410222873,-0.012558720879416846,0.013379857007148542,-0.005820002137015155,0.01414123650864725,0.0006361855757515415,0.02567584912009657,0.008749266099130612,0.04435420914277384,0.003560743163464258,0.022157496030323246,0.013032656265412796,0.008153426203756954,0.022761058455477854,0.05324325389090435,0.007956189557417464,0.01923708449235802,0.022424128959620687,0.08051756399811018,0.01724344049241511,0.00737844192239538,0.0026258207571491655,0.04387727637098809,0.020033378668745938
8,0.015429315693976205,0.008227028046169883,0.026374298362253516,0.0018003307970769818,0.005851871499212673,0.013985118915025197,0.05717893374031784,0.03437301099974249,0.02797507824120871,0.011814317717073489,0.033990259380439626,0.04108816686916364,0.06424981448111133,-0.007758934982401486,0.03838203565502909,-0.029018748455827588,0.03693835658977708,-0.0019254742057039774,-0.015388653644452922,0.03652280909761641,-0.025022195791978452,0.012108424768536652,0.052893505942910556,0.004344503088469146,0.027125460895938768,-0.013805288109061302,0.032450692272070134,0.057827311961116346,0.0019994380402635482,0.008290124085220025,-0.007422612428356158,0.009874928734121253,0.037541320765851795,0.08438750215701903,0.11206320052418589,0.0173038598504446,-0.012192454108844288,0.015271590837146649,0.030016044315476755,-0.044006348243908,-0.017509045424956658,0.01640037795183299,0.04916945398851892,0.020926773133970678,-0.01646396661749228
9,-0.00014144701351905784,0.022318497739480744,0.07455866965299181,0.005010797066884677,0.03141437076680262,0.015395337938983015,0.019629003094191265,0.001061883926247148,0.08225861543011896,-0.0008981977456561972,0.008824102287555244,0.004263801239565198,0.11816183831208321,0.05695175714620392,0.002627749044335723,0.03602884845487334,0.008386726162758906,0.006013969018400859,0.020421400419000445,0.06355334936699043,0.00025362986384984735,0.032339576995434785,0.05504227711892696,0.017684005480444836,0.035561001685811076,0.008859559455514004,0.010899722742307631,0.02871065922381242,0.01465271501671095,0.010528322341772138,0.006567840821271114,0.01748690602313651,0.012250091185472328,0.0306264716219219,0.0005378438287486629,0.01353293992082335,-0.005856114597423706,0.01588981016111001,0.01870658851647359,0.01673351186089271,0.0021814635027290613,0.015124208987203135,0.03437591909542719,0.0020631449314326067,0.008354190024248337
