#shape=10
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0.03497379083106292,0.005257333946982652,0.049296661143149935,-0.0011723857418043091,0.061466021879258224,0.013161369048105519,0.0693912585041779,0.06239200476442708,-0.00034328691340951745,0.024929507723156632,0.1435103813012051,0.11601897362796518,0.03530502264507685,0.09141146159504451,0.05320611650423279,0.022442841219885528,0.00019273469868815116,0.050286750721491816,-2.7217077511581233e-05,-0.034738226131378315,0.028593782741740445,0.08107514920820783,0.0020646660817820665,0.025073882960598037,0.0325235286921103
1,0.017160235279879695,0.1289419571449577,0.030010730693617694,-0.0005749515643959909,0.011894704178620536,0.01644165914554378,0.08269974826162035,0.014037161126909652,0.005576449450098519,0.007663770790157143,0.06251920650272716,0.031699796228967195,0.05598091430879847,0.051156635521123796,0.08863493792776056,0.0580077331329966,3.742714719078615e-05,0.0666856357319711,-0.00010293671395964049,-0.028629110779564534,0.18409445617394438,0.06259408164293229,0.00016019042209024337,0.0513206742899041,-0.013278289133455221
2,0.00808880766580759,0.01942080981980756,-0.038602856220518365,-4.306772554063565e-05,0.0999782948771173,-0.004730248475273788,0.07420739434003255,0.027204490880110996,-0.002539875610260071,0.08792859255477269,0.03831589551030677,0.026844549311047513,0.05959127052367135,0.0545713702951449,0.09249644235412154,0.058202651571609046,-7.748091850744112e-05,0.18263295971266508,2.2270905933430593e-05,0.039086668753367984,0.009746745337321831,0.0734011000932028,-1.9064792791994612e-05,0.025677659726751165,0.042953585541219814
3,0.04187623358471791,0.007729271266986097,-0.0029442282887432456,0.00020699007497817628,0.02357520871176177,0.025439660697202472,0.0632703017516926,0.005737346411523702,0.0015932049692185348,0.014175603036662923,0.055169528645653935,0.02973668528300689,0.13020107473929596,0.1407597296665288,0.14732596148258897,0.013312837840918782,0.0001023676230603857,0.05264366761592049,2.1827938084957915e-05,0.04337665211021874,0.05878433444180748,0.018164251243732818,4.4029357207647374e-05,0.06110736692714304,0.04028819690941402
4,0.021940256817648187,0.12466775216646865,0.05542025072574828,0.00037642875684150797,0.008067382013145287,0.06967207769802938,0.16001988455733315,0.019873649807972838,0.0021368995718066114,0.032693144330916135,-0.009919306141872601,0.05081695299251171,0.027796612755764213,0.021055800290227817,0.0349408046533967,0.07734525914262641,-8.111860548266351e-05,0.09197611352793737,-5.166028151882878e-05,-0.007864192086959508,0.01413631614873223,0.10178269645617366,-8.964647512240124e-05,0.0256473350041966,0.05011736147185464
5,0.0387343841775588,0.00842172368569916,0.015934126109613825,-5.5704819040603826e-05,0.018884642534653374,0.056373299138239234,0.06578421402987589,0.001488143008698144,0.0002381658730962174,0.02253537343076847,0.22237177029341906,0.003974882632420099,0.06193631138299314,0.037186675317516626,0.04015417277367093,0.0112046524670871,0.0003274534623612793,0.031642748423924165,-2.6885382790756382e-05,0.0029556618466579573,0.22480086946282504,0.034953305417388364,-3.428904257191504e-05,0.033511692484776805,-0.018403781420474018
6,0.03070136300568257,0.01147962563001524,0.03129574826776249,-0.00020220234330592312,0.05581128507275627,0.03497888881319857,0.11730807870040569,0.022386591900067386,-0.001720234357431204,0.08363031083731289,0.04612860220999976,0.15600499336527435,0.059263814578169455,0.10753948691308085,0.04965692296281142,0.08052616487956005,-0.000591115148135968,0.06210918822427694,-8.922181500487314e-05,0.006718949445748222,0.02581594898984202,-0.0035583311776734745,-0.0003183232528775446,0.00961971264193599,0.01550373960833633
7,0.007279633558913887,0.005630008572590711,0.04965892671224479,-0.00019684031186406264,0.015440168997577488,-0.0007647059287060572,0.013006228143099166,0.14577567552929563,-0.0022195379667313895,0.047654369339370804,0.13266223266122018,0.10157918611237626,0.07646543236158466,0.02796867731235219,0.052819734545910525,0.026292436178888816,0.0007544059500820548,0.07879543328647766,-7.059716693294026e-06,0.03587968480904903,0.018826107008271198,0.06267978341950885,-1.3533393048835785e-05,0.009639887553789512,0.0559321175573401
8,0.07684531873837792,0.05677546779402841,0.04531830299319455,-0.0008421170614057211,0.031099804981999036,0.023018108877188664,0.07091686987669751,0.014823609871010016,0.0002241169179615767,0.05606459755751769,0.05234407691710055,0.03128577307456396,0.04727539147621356,0.03272281621334228,0.06193836339983436,0.056852145584954925,-9.82013876479782e-05,0.0862153893920295,-2.7524514870023114e-05,0.06079634902059204,0.12360755850250035,-0.006400117277231353,-3.551845927623858e-05,0.03185431277626196,0.0014480822750282346
9,0.08006385638559696,0.03308795156609469,0.0399132083564067,-0.0007443332988766746,-0.015542241524123219,0.013904991414580514,0.035668917160338987,0.039606437355466866,-0.0012266511677683394,0.039005218262524864,0.0022645622673011213,-0.0019925217469756334,0.010786672087766623,0.007908308922071266,0.08038272935910329,0.053542552813030234,2.6703655174118e-05,0.09720789336313142,2.581275676422002e-05,0.07370815732676039,0.046637521517201075,0.070647843042437,1.1297539520177322e-05,0.05083911739129257,0.07261634698887079
